K-folds,CV Accuracy,ROC-AUC Score,Precision,Recall,Val Accuracy,Val Precision,Val Recall,Val ROC-AUC,Test Accuracy,Test Precision,Test Recall,Test ROC-AUC
5,0.964 (0.000),0.964 (0.000),0.948 (0.000),0.978 (0.000),0.907 (0.000),0.941 (0.000),0.881 (0.000),0.909 (0.000),0.867 (0.000),0.891 (0.000),0.820 (0.000),0.865 (0.000)
